pot_id,species,freeze_temp,pot,replicate,development_category,survival
ACHHYM-2-1,ACHHYM,-2,1,1,normal,1
ACHHYM-2-1,ACHHYM,-2,1,2,normal,1
ACHHYM-2-1,ACHHYM,-2,1,3,normal,1
ACHHYM-2-2,ACHHYM,-2,2,1,normal,1
ACHHYM-2-2,ACHHYM,-2,2,2,leaf not exposed,0
ACHHYM-2-2,ACHHYM,-2,2,3,small size,1
ACHHYM-2-3,ACHHYM,-2,3,1,normal,1
ACHHYM-2-3,ACHHYM,-2,3,2,normal,1
ACHHYM-2-3,ACHHYM,-2,3,3,normal,1
ACHHYM-2-4,ACHHYM,-2,4,1,small size,1
ACHHYM-2-4,ACHHYM,-2,4,2,leaf not exposed,0
ACHHYM-2-4,ACHHYM,-2,4,3,normal,1
ACHHYM-4-1,ACHHYM,-4,1,1,leaf not exposed,1
ACHHYM-4-1,ACHHYM,-4,1,2,normal,0
ACHHYM-4-1,ACHHYM,-4,1,3,small size,0
ACHHYM-4-2,ACHHYM,-4,2,1,normal,1
ACHHYM-4-2,ACHHYM,-4,2,3,small size,1
ACHHYM-4-3,ACHHYM,-4,3,1,normal,1
ACHHYM-4-3,ACHHYM,-4,3,2,normal,1
ACHHYM-4-3,ACHHYM,-4,3,3,normal,1
ACHHYM-4-4,ACHHYM,-4,4,1,normal,1
ACHHYM-4-4,ACHHYM,-4,4,2,leaf not exposed,1
ACHHYM-4-4,ACHHYM,-4,4,3,leaf not exposed,1
ACHHYM-6-1,ACHHYM,-6,1,1,normal,0
ACHHYM-6-2,ACHHYM,-6,2,1,normal,0
ACHHYM-6-2,ACHHYM,-6,2,2,leaf not exposed,0
ACHHYM-6-2,ACHHYM,-6,2,3,normal,0
ACHHYM-6-3,ACHHYM,-6,3,2,normal,0
ACHHYM-6-3,ACHHYM,-6,3,3,normal,1
ACHHYM-6-4,ACHHYM,-6,4,1,normal,0
ACHHYM-6-4,ACHHYM,-6,4,2,normal,1
ACHHYM-6-4,ACHHYM,-6,4,3,normal,1
ACHHYM-8-1,ACHHYM,-8,1,1,normal,0
ACHHYM-8-1,ACHHYM,-8,1,2,normal,0
ACHHYM-8-1,ACHHYM,-8,1,3,normal,0
ACHHYM-8-2,ACHHYM,-8,2,1,normal,0
ACHHYM-8-2,ACHHYM,-8,2,2,normal,0
ACHHYM-8-2,ACHHYM,-8,2,3,normal,0
ACHHYM-8-3,ACHHYM,-8,3,1,small size,0
ACHHYM-8-3,ACHHYM,-8,3,2,small size,0
ACHHYM-8-3,ACHHYM,-8,3,3,leaf not exposed,0
ACHHYM-8-4,ACHHYM,-8,4,1,leaf not exposed,0
ACHHYM-8-4,ACHHYM,-8,4,2,normal,0
ACHHYM-8-4,ACHHYM,-8,4,3,small size,0
ACHMIL-2-1,ACHMIL,-2,1,1,true leaves,1
ACHMIL-2-1,ACHMIL,-2,1,2,true leaves,1
ACHMIL-2-1,ACHMIL,-2,1,3,true leaves,1
ACHMIL-2-2,ACHMIL,-2,2,1,normal,1
ACHMIL-2-2,ACHMIL,-2,2,2,normal,1
ACHMIL-2-2,ACHMIL,-2,2,3,normal,1
ACHMIL-2-3,ACHMIL,-2,3,1,normal,1
ACHMIL-2-3,ACHMIL,-2,3,2,normal,1
ACHMIL-2-3,ACHMIL,-2,3,3,normal,1
ACHMIL-2-4,ACHMIL,-2,4,1,normal,1
ACHMIL-2-4,ACHMIL,-2,4,2,normal,1
ACHMIL-2-4,ACHMIL,-2,4,3,normal,1
ACHMIL-4-1,ACHMIL,-4,1,1,normal,1
ACHMIL-4-1,ACHMIL,-4,1,2,normal,1
ACHMIL-4-1,ACHMIL,-4,1,3,normal,1
ACHMIL-4-2,ACHMIL,-4,2,1,normal,1
ACHMIL-4-2,ACHMIL,-4,2,2,normal,1
ACHMIL-4-2,ACHMIL,-4,2,3,normal,1
ACHMIL-4-3,ACHMIL,-4,3,1,normal,1
ACHMIL-4-3,ACHMIL,-4,3,2,normal,1
ACHMIL-4-3,ACHMIL,-4,3,3,normal,1
ACHMIL-4-4,ACHMIL,-4,4,1,true leaves,1
ACHMIL-4-4,ACHMIL,-4,4,2,true leaves,1
ACHMIL-4-4,ACHMIL,-4,4,3,true leaves,1
ACHMIL-6-1,ACHMIL,-6,1,1,true leaves,1
ACHMIL-6-1,ACHMIL,-6,1,2,true leaves,1
ACHMIL-6-1,ACHMIL,-6,1,3,true leaves,0
ACHMIL-6-2,ACHMIL,-6,2,1,normal,1
ACHMIL-6-2,ACHMIL,-6,2,2,normal,0
ACHMIL-6-2,ACHMIL,-6,2,3,normal,1
ACHMIL-6-3,ACHMIL,-6,3,1,normal,1
ACHMIL-6-3,ACHMIL,-6,3,2,normal,1
ACHMIL-6-3,ACHMIL,-6,3,3,normal,1
ACHMIL-6-4,ACHMIL,-6,4,1,normal,1
ACHMIL-6-4,ACHMIL,-6,4,2,normal,1
ACHMIL-6-4,ACHMIL,-6,4,3,normal,1
ACHMIL-8-1,ACHMIL,-8,1,1,normal,0
ACHMIL-8-1,ACHMIL,-8,1,2,normal,0
ACHMIL-8-1,ACHMIL,-8,1,3,normal,0
ACHMIL-8-2,ACHMIL,-8,2,1,normal,0
ACHMIL-8-2,ACHMIL,-8,2,2,normal,0
ACHMIL-8-2,ACHMIL,-8,2,3,normal,0
ACHMIL-8-3,ACHMIL,-8,3,1,normal,0
ACHMIL-8-3,ACHMIL,-8,3,2,true leaves,0
ACHMIL-8-3,ACHMIL,-8,3,3,true leaves,0
ACHMIL-8-4,ACHMIL,-8,4,1,normal,0
ACHMIL-8-4,ACHMIL,-8,4,2,normal,0
ACHMIL-8-4,ACHMIL,-8,4,3,normal,0
AGOGRA-2-1,AGOGRA,-2,1,1,normal,1
AGOGRA-2-1,AGOGRA,-2,1,2,normal,1
AGOGRA-2-1,AGOGRA,-2,1,3,normal,1
AGOGRA-2-2,AGOGRA,-2,2,1,normal,1
AGOGRA-2-2,AGOGRA,-2,2,2,normal,1
AGOGRA-2-2,AGOGRA,-2,2,3,normal,1
AGOGRA-2-3,AGOGRA,-2,3,1,normal,1
AGOGRA-2-3,AGOGRA,-2,3,2,normal,1
AGOGRA-2-3,AGOGRA,-2,3,3,normal,1
AGOGRA-2-4,AGOGRA,-2,4,1,normal,1
AGOGRA-2-4,AGOGRA,-2,4,2,normal,1
AGOGRA-2-4,AGOGRA,-2,4,3,normal,1
AGOGRA-4-1,AGOGRA,-4,1,1,normal,1
AGOGRA-4-1,AGOGRA,-4,1,2,normal,1
AGOGRA-4-1,AGOGRA,-4,1,3,normal,1
AGOGRA-4-2,AGOGRA,-4,2,1,normal,1
AGOGRA-4-2,AGOGRA,-4,2,2,normal,1
AGOGRA-4-2,AGOGRA,-4,2,3,abnormal development,1
AGOGRA-4-3,AGOGRA,-4,3,1,normal,1
AGOGRA-4-3,AGOGRA,-4,3,2,normal,1
AGOGRA-4-3,AGOGRA,-4,3,3,normal,1
AGOGRA-4-4,AGOGRA,-4,4,1,normal,1
AGOGRA-4-4,AGOGRA,-4,4,2,normal,1
AGOGRA-4-4,AGOGRA,-4,4,3,normal,1
AGOGRA-6-1,AGOGRA,-6,1,1,normal,1
AGOGRA-6-1,AGOGRA,-6,1,2,normal,1
AGOGRA-6-1,AGOGRA,-6,1,3,normal,1
AGOGRA-6-2,AGOGRA,-6,2,1,normal,1
AGOGRA-6-2,AGOGRA,-6,2,2,normal,1
AGOGRA-6-2,AGOGRA,-6,2,3,normal,1
AGOGRA-6-3,AGOGRA,-6,3,1,normal,1
AGOGRA-6-3,AGOGRA,-6,3,2,normal,1
AGOGRA-6-3,AGOGRA,-6,3,3,normal,1
AGOGRA-6-4,AGOGRA,-6,4,1,normal,1
AGOGRA-6-4,AGOGRA,-6,4,2,normal,1
AGOGRA-6-4,AGOGRA,-6,4,3,normal,1
AGOGRA-8-1,AGOGRA,-8,1,1,normal,0
AGOGRA-8-1,AGOGRA,-8,1,2,normal,1
AGOGRA-8-1,AGOGRA,-8,1,3,normal,0
AGOGRA-8-2,AGOGRA,-8,2,1,normal,0
AGOGRA-8-2,AGOGRA,-8,2,2,normal,0
AGOGRA-8-3,AGOGRA,-8,3,1,normal,0
AGOGRA-8-3,AGOGRA,-8,3,2,normal,0
AGOGRA-8-3,AGOGRA,-8,3,3,normal,0
AGOGRA-8-4,AGOGRA,-8,4,1,normal,0
AGOGRA-8-4,AGOGRA,-8,4,2,normal,0
AGOGRA-8-4,AGOGRA,-8,4,3,normal,0
AGRCRI-2-1,AGRCRI,-2,1,1,small size,1
AGRCRI-2-1,AGRCRI,-2,1,2,normal,1
AGRCRI-2-1,AGRCRI,-2,1,3,normal,1
AGRCRI-2-2,AGRCRI,-2,2,1,normal,1
AGRCRI-2-2,AGRCRI,-2,2,2,normal,1
AGRCRI-2-2,AGRCRI,-2,2,3,normal,1
AGRCRI-2-3,AGRCRI,-2,3,1,normal,1
AGRCRI-2-3,AGRCRI,-2,3,2,small size,1
AGRCRI-2-3,AGRCRI,-2,3,3,normal,1
AGRCRI-2-4,AGRCRI,-2,4,1,small size,1
AGRCRI-2-4,AGRCRI,-2,4,2,normal,1
AGRCRI-4-1,AGRCRI,-4,1,1,leaf not exposed,1
AGRCRI-4-1,AGRCRI,-4,1,2,normal,1
AGRCRI-4-1,AGRCRI,-4,1,3,leaf not exposed,1
AGRCRI-4-2,AGRCRI,-4,2,1,normal,1
AGRCRI-4-2,AGRCRI,-4,2,2,leaf not exposed,1
AGRCRI-4-2,AGRCRI,-4,2,3,normal,1
AGRCRI-4-3,AGRCRI,-4,3,1,normal,1
AGRCRI-4-3,AGRCRI,-4,3,2,normal,1
AGRCRI-4-3,AGRCRI,-4,3,3,normal,1
AGRCRI-4-4,AGRCRI,-4,4,1,normal,1
AGRCRI-4-4,AGRCRI,-4,4,2,normal,1
AGRCRI-4-4,AGRCRI,-4,4,3,normal,1
AGRCRI-6-1,AGRCRI,-6,1,1,normal,1
AGRCRI-6-1,AGRCRI,-6,1,2,normal,1
AGRCRI-6-1,AGRCRI,-6,1,3,normal,1
AGRCRI-6-2,AGRCRI,-6,2,1,normal,1
AGRCRI-6-2,AGRCRI,-6,2,2,normal,1
AGRCRI-6-2,AGRCRI,-6,2,3,normal,1
AGRCRI-6-3,AGRCRI,-6,3,1,normal,1
AGRCRI-6-3,AGRCRI,-6,3,2,normal,1
AGRCRI-6-3,AGRCRI,-6,3,3,leaf not exposed,1
AGRCRI-6-4,AGRCRI,-6,4,1,normal,0
AGRCRI-6-4,AGRCRI,-6,4,2,normal,1
AGRCRI-6-4,AGRCRI,-6,4,3,normal,1
AGRCRI-8-1,AGRCRI,-8,1,1,normal,0
AGRCRI-8-1,AGRCRI,-8,1,2,normal,1
AGRCRI-8-1,AGRCRI,-8,1,3,normal,1
AGRCRI-8-2,AGRCRI,-8,2,1,normal,1
AGRCRI-8-2,AGRCRI,-8,2,2,normal,1
AGRCRI-8-2,AGRCRI,-8,2,3,normal,0
AGRCRI-8-3,AGRCRI,-8,3,1,normal,1
AGRCRI-8-3,AGRCRI,-8,3,2,normal,1
AGRCRI-8-3,AGRCRI,-8,3,3,normal,1
AGRCRI-8-4,AGRCRI,-8,4,1,normal,1
AGRCRI-8-4,AGRCRI,-8,4,2,normal,0
AGRCRI-8-4,AGRCRI,-8,4,3,normal,1
ARIPUR-2-1,ARIPUR,-2,1,1,normal,1
ARIPUR-2-1,ARIPUR,-2,1,2,normal,1
ARIPUR-2-1,ARIPUR,-2,1,3,normal,1
ARIPUR-2-2,ARIPUR,-2,2,1,normal,1
ARIPUR-2-2,ARIPUR,-2,2,2,normal,1
ARIPUR-2-2,ARIPUR,-2,2,3,normal,1
ARIPUR-2-3,ARIPUR,-2,3,1,normal,1
ARIPUR-2-3,ARIPUR,-2,3,2,normal,1
ARIPUR-2-3,ARIPUR,-2,3,3,normal,1
ARIPUR-2-4,ARIPUR,-2,4,1,normal,1
ARIPUR-2-4,ARIPUR,-2,4,2,normal,1
ARIPUR-2-4,ARIPUR,-2,4,3,normal,1
ARIPUR-4-1,ARIPUR,-4,1,1,normal,1
ARIPUR-4-1,ARIPUR,-4,1,2,normal,1
ARIPUR-4-1,ARIPUR,-4,1,3,normal,1
ARIPUR-4-2,ARIPUR,-4,2,1,normal,1
ARIPUR-4-2,ARIPUR,-4,2,2,normal,1
ARIPUR-4-2,ARIPUR,-4,2,3,normal,1
ARIPUR-4-3,ARIPUR,-4,3,1,normal,1
ARIPUR-4-3,ARIPUR,-4,3,2,normal,1
ARIPUR-4-3,ARIPUR,-4,3,3,normal,1
ARIPUR-4-4,ARIPUR,-4,4,1,normal,1
ARIPUR-4-4,ARIPUR,-4,4,2,normal,1
ARIPUR-4-4,ARIPUR,-4,4,3,normal,1
ARIPUR-6-1,ARIPUR,-6,1,1,normal,0
ARIPUR-6-1,ARIPUR,-6,1,2,normal,0
ARIPUR-6-1,ARIPUR,-6,1,3,normal,0
ARIPUR-6-2,ARIPUR,-6,2,1,normal,0
ARIPUR-6-2,ARIPUR,-6,2,2,normal,1
ARIPUR-6-2,ARIPUR,-6,2,3,normal,0
ARIPUR-6-3,ARIPUR,-6,3,1,normal,1
ARIPUR-6-3,ARIPUR,-6,3,2,normal,1
ARIPUR-6-3,ARIPUR,-6,3,3,normal,1
ARIPUR-6-4,ARIPUR,-6,4,1,normal,1
ARIPUR-6-4,ARIPUR,-6,4,2,normal,1
ARIPUR-6-4,ARIPUR,-6,4,3,normal,1
ARIPUR-8-1,ARIPUR,-8,1,1,normal,0
ARIPUR-8-1,ARIPUR,-8,1,2,normal,0
ARIPUR-8-1,ARIPUR,-8,1,3,normal,0
ARIPUR-8-2,ARIPUR,-8,2,1,normal,0
ARIPUR-8-2,ARIPUR,-8,2,2,normal,0
ARIPUR-8-2,ARIPUR,-8,2,3,normal,0
ARIPUR-8-3,ARIPUR,-8,3,1,normal,0
ARIPUR-8-3,ARIPUR,-8,3,2,normal,0
ARIPUR-8-3,ARIPUR,-8,3,3,normal,0
ARIPUR-8-4,ARIPUR,-8,4,1,normal,0
ARIPUR-8-4,ARIPUR,-8,4,2,normal,0
ARIPUR-8-4,ARIPUR,-8,4,3,normal,0
ARTTRI-2-1,ARTTRI,-2,2,1,normal,1
ARTTRI-2-1,ARTTRI,-2,2,2,normal,1
ARTTRI-2-1,ARTTRI,-2,2,3,normal,1
ARTTRI-2-2,ARTTRI,-2,2,1,normal,1
ARTTRI-2-2,ARTTRI,-2,2,2,normal,1
ARTTRI-2-2,ARTTRI,-2,2,3,true leaves,1
ARTTRI-2-3,ARTTRI,-2,2,1,true leaves,1
ARTTRI-2-3,ARTTRI,-2,2,2,true leaves,1
ARTTRI-2-3,ARTTRI,-2,2,3,true leaves,1
ARTTRI-2-4,ARTTRI,-2,2,1,true leaves,1
ARTTRI-2-4,ARTTRI,-2,2,2,true leaves,1
ARTTRI-2-4,ARTTRI,-2,2,3,true leaves,1
ARTTRI-4-1,ARTTRI,-4,4,1,true leaves,1
ARTTRI-4-1,ARTTRI,-4,4,2,true leaves,1
ARTTRI-4-1,ARTTRI,-4,4,3,true leaves,1
ARTTRI-4-2,ARTTRI,-4,4,1,normal,0
ARTTRI-4-2,ARTTRI,-4,4,2,normal,1
ARTTRI-4-2,ARTTRI,-4,4,3,true leaves,1
ARTTRI-4-3,ARTTRI,-4,4,1,normal,1
ARTTRI-4-3,ARTTRI,-4,4,2,normal,1
ARTTRI-4-3,ARTTRI,-4,4,3,true leaves,1
ARTTRI-4-4,ARTTRI,-4,4,1,normal,1
ARTTRI-4-4,ARTTRI,-4,4,2,true leaves,1
ARTTRI-4-4,ARTTRI,-4,4,3,small size,0
ARTTRI-6-1,ARTTRI,-6,6,1,true leaves,0
ARTTRI-6-1,ARTTRI,-6,6,2,normal,0
ARTTRI-6-1,ARTTRI,-6,6,3,true leaves,0
ARTTRI-6-2,ARTTRI,-6,6,1,true leaves,0
ARTTRI-6-2,ARTTRI,-6,6,2,true leaves,1
ARTTRI-6-2,ARTTRI,-6,6,3,true leaves,0
ARTTRI-6-3,ARTTRI,-6,6,1,normal,0
ARTTRI-6-3,ARTTRI,-6,6,2,true leaves,0
ARTTRI-6-3,ARTTRI,-6,6,3,true leaves,0
ARTTRI-6-4,ARTTRI,-6,6,1,normal,1
ARTTRI-6-4,ARTTRI,-6,6,2,normal,1
ARTTRI-6-4,ARTTRI,-6,6,3,normal,1
ARTTRI-8-1,ARTTRI,-8,8,1,true leaves,0
ARTTRI-8-1,ARTTRI,-8,8,2,true leaves,0
ARTTRI-8-1,ARTTRI,-8,8,3,true leaves,0
ARTTRI-8-2,ARTTRI,-8,8,1,true leaves,0
ARTTRI-8-2,ARTTRI,-8,8,2,true leaves,0
ARTTRI-8-2,ARTTRI,-8,8,3,true leaves,0
ARTTRI-8-3,ARTTRI,-8,8,1,true leaves,0
ARTTRI-8-3,ARTTRI,-8,8,2,normal,0
ARTTRI-8-3,ARTTRI,-8,8,3,normal,0
ARTTRI-8-4,ARTTRI,-8,8,1,true leaves,0
ARTTRI-8-4,ARTTRI,-8,8,2,true leaves,0
ARTTRI-8-4,ARTTRI,-8,8,3,true leaves,0
ASCTUB-2-1,ASCTUB,-2,1,1,normal,1
ASCTUB-2-1,ASCTUB,-2,1,3,normal,1
ASCTUB-2-2,ASCTUB,-2,2,1,normal,1
ASCTUB-2-2,ASCTUB,-2,2,2,normal,1
ASCTUB-2-2,ASCTUB,-2,2,3,normal,1
ASCTUB-2-3,ASCTUB,-2,3,1,normal,1
ASCTUB-2-3,ASCTUB,-2,3,2,normal,1
ASCTUB-2-3,ASCTUB,-2,3,3,normal,1
ASCTUB-2-4,ASCTUB,-2,4,1,normal,1
ASCTUB-2-4,ASCTUB,-2,4,2,normal,1
ASCTUB-2-4,ASCTUB,-2,4,3,normal,1
ASCTUB-4-1,ASCTUB,-4,1,1,normal,1
ASCTUB-4-1,ASCTUB,-4,1,2,normal,1
ASCTUB-4-1,ASCTUB,-4,1,3,normal,1
ASCTUB-4-2,ASCTUB,-4,2,1,normal,1
ASCTUB-4-2,ASCTUB,-4,2,2,normal,1
ASCTUB-4-2,ASCTUB,-4,2,3,normal,1
ASCTUB-4-3,ASCTUB,-4,3,1,normal,1
ASCTUB-4-3,ASCTUB,-4,3,2,normal,0
ASCTUB-4-3,ASCTUB,-4,3,3,normal,1
ASCTUB-4-4,ASCTUB,-4,4,1,normal,1
ASCTUB-4-4,ASCTUB,-4,4,2,normal,1
ASCTUB-4-4,ASCTUB,-4,4,3,normal,1
ASCTUB-6-1,ASCTUB,-6,1,1,normal,0
ASCTUB-6-1,ASCTUB,-6,1,2,leaf not exposed,0
ASCTUB-6-1,ASCTUB,-6,1,3,normal,1
ASCTUB-6-2,ASCTUB,-6,2,1,normal,0
ASCTUB-6-2,ASCTUB,-6,2,2,normal,0
ASCTUB-6-2,ASCTUB,-6,2,3,normal,0
ASCTUB-6-3,ASCTUB,-6,3,1,leaf not exposed,0
ASCTUB-6-3,ASCTUB,-6,3,2,normal,1
ASCTUB-6-3,ASCTUB,-6,3,3,normal,0
ASCTUB-6-4,ASCTUB,-6,4,1,normal,0
ASCTUB-6-4,ASCTUB,-6,4,2,normal,0
ASCTUB-6-4,ASCTUB,-6,4,3,normal,0
ASCTUB-8-1,ASCTUB,-8,1,1,normal,0
ASCTUB-8-1,ASCTUB,-8,1,2,normal,0
ASCTUB-8-1,ASCTUB,-8,1,3,normal,0
ASCTUB-8-2,ASCTUB,-8,2,1,normal,0
ASCTUB-8-2,ASCTUB,-8,2,2,leaf not exposed,0
ASCTUB-8-2,ASCTUB,-8,2,3,normal,0
ASCTUB-8-3,ASCTUB,-8,3,1,abnormal development,0
ASCTUB-8-3,ASCTUB,-8,3,2,normal,0
ASCTUB-8-3,ASCTUB,-8,3,3,normal,0
ASCTUB-8-4,ASCTUB,-8,4,1,normal,0
ASCTUB-8-4,ASCTUB,-8,4,2,normal,0
ASCTUB-8-4,ASCTUB,-8,4,3,normal,0
ATRCAN-2-1,ATRCAN,-2,1,1,leaf not exposed,1
ATRCAN-2-1,ATRCAN,-2,1,1,normal,1
ATRCAN-2-1,ATRCAN,-2,1,2,normal,1
ATRCAN-2-1,ATRCAN,-2,1,2,normal,1
ATRCAN-2-1,ATRCAN,-2,1,3,leaf not exposed,1
ATRCAN-2-1,ATRCAN,-2,1,3,leaf not exposed,1
ATRCAN-2-2,ATRCAN,-2,2,1,normal,1
ATRCAN-2-2,ATRCAN,-2,2,2,abnormal development,1
ATRCAN-2-2,ATRCAN,-2,2,3,normal,1
ATRCAN-2-3,ATRCAN,-2,3,1,abnormal development,1
ATRCAN-2-3,ATRCAN,-2,3,2,normal,1
ATRCAN-4-1,ATRCAN,-4,1,1,normal,1
ATRCAN-4-1,ATRCAN,-4,1,1,normal,1
ATRCAN-4-1,ATRCAN,-4,1,2,normal,1
ATRCAN-4-1,ATRCAN,-4,1,2,normal,1
ATRCAN-4-1,ATRCAN,-4,1,3,abnormal development,1
ATRCAN-4-1,ATRCAN,-4,1,3,normal,1
ATRCAN-4-2,ATRCAN,-4,2,1,normal,1
ATRCAN-4-2,ATRCAN,-4,2,2,normal,1
ATRCAN-4-2,ATRCAN,-4,2,3,abnormal development,1
ATRCAN-4-3,ATRCAN,-4,3,1,leaf not exposed,1
ATRCAN-4-3,ATRCAN,-4,3,2,normal,1
ATRCAN-4-3,ATRCAN,-4,3,3,normal,1
ATRCAN-6-1,ATRCAN,-6,1,1,normal,1
ATRCAN-6-1,ATRCAN,-6,1,1,small size,0
ATRCAN-6-1,ATRCAN,-6,1,2,normal,0
ATRCAN-6-1,ATRCAN,-6,1,3,normal,0
ATRCAN-6-1,ATRCAN,-6,1,3,normal,0
ATRCAN-6-2,ATRCAN,-6,2,1,normal,1
ATRCAN-6-2,ATRCAN,-6,2,2,abnormal development,1
ATRCAN-6-2,ATRCAN,-6,2,3,normal,1
ATRCAN-6-3,ATRCAN,-6,3,1,normal,0
ATRCAN-6-3,ATRCAN,-6,3,2,normal,0
ATRCAN-6-3,ATRCAN,-6,3,3,normal,0
ATRCAN-8-1,ATRCAN,-8,1,1,leaf not exposed,0
ATRCAN-8-1,ATRCAN,-8,1,1,leaf not exposed,0
ATRCAN-8-1,ATRCAN,-8,1,2,normal,0
ATRCAN-8-1,ATRCAN,-8,1,2,normal,0
ATRCAN-8-1,ATRCAN,-8,1,3,normal,0
ATRCAN-8-1,ATRCAN,-8,1,3,small size,0
ATRCAN-8-2,ATRCAN,-8,2,1,normal,0
ATRCAN-8-2,ATRCAN,-8,2,2,normal,0
ATRCAN-8-2,ATRCAN,-8,2,3,normal,0
ATRCAN-8-3,ATRCAN,-8,3,1,normal,0
ATRCAN-8-3,ATRCAN,-8,3,3,normal,0
BAIMUL-2-1,BAIMUL,-2,1,1,normal,1
BAIMUL-2-1,BAIMUL,-2,1,2,normal,1
BAIMUL-2-1,BAIMUL,-2,1,3,normal,1
BAIMUL-2-2,BAIMUL,-2,2,1,normal,1
BAIMUL-2-2,BAIMUL,-2,2,2,normal,1
BAIMUL-2-2,BAIMUL,-2,2,3,normal,1
BAIMUL-2-3,BAIMUL,-2,3,1,normal,1
BAIMUL-2-3,BAIMUL,-2,3,2,normal,1
